Identificador de la publicación,Identificador de la cuenta,Nombre de usuario de la cuenta,Nombre de la cuenta,Descripción,Duración (segundos),Hora de publicación,Enlace permanente,Tipo de publicación,Comentario sobre los datos,Fecha,Alcance,Me gusta,Veces que se compartió,Visitas al perfil,Respuestas,Navegación,Clics en el enlace,Seguimientos,Toques en stickers,Visualizaciones,sentimiento,hora_de_publicacion,alcance,me_gusta,veces_que_se_compartio,visitas_al_perfil,respuestas,navegacion,clics_en_el_enlace,seguimientos,toques_en_stickers,visualizaciones,sentimiento_score,fecha,nombre_archivo,objeto_principal,color_dominante,emocion_primaria,categoría
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:51:00,413.0,0.0,0.0,nan,0.0,406.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_155219_090.JPG,envelope,#bcb4cc,neutral,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:51:00,413.0,0.0,0.0,nan,0.0,406.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_155225_104.JPG,envelope,#e8b9af,neutral,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:51:00,358.0,0.0,0.0,nan,1.0,372.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_154957_674.JPG,web_site,#ae8a9a,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:51:00,358.0,0.0,0.0,nan,1.0,372.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_15123_340.JPG,web_site,#a96d86,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:51:00,358.0,0.0,0.0,nan,1.0,372.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_155215_156.JPG,web_site,#f08f71,surprise,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:51:00,358.0,0.0,0.0,nan,1.0,372.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_155216_818.JPG,envelope,#e9b3a5,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:51:00,358.0,0.0,0.0,nan,1.0,372.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_155219_090.JPG,envelope,#bcb4cc,neutral,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:51:00,358.0,0.0,0.0,nan,1.0,372.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_155225_104.JPG,envelope,#e8b9af,neutral,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:52:00,333.0,0.0,0.0,nan,0.0,326.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_154957_674.JPG,web_site,#ae8a9a,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:52:00,333.0,0.0,0.0,nan,0.0,326.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_15123_340.JPG,web_site,#a96d86,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:52:00,333.0,0.0,0.0,nan,0.0,326.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_155215_156.JPG,web_site,#f08f71,surprise,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:52:00,333.0,0.0,0.0,nan,0.0,326.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_155216_818.JPG,envelope,#e9b3a5,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:52:00,333.0,0.0,0.0,nan,0.0,326.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_155219_090.JPG,envelope,#bcb4cc,neutral,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:52:00,333.0,0.0,0.0,nan,0.0,326.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_155225_104.JPG,envelope,#e8b9af,neutral,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:52:00,319.0,0.0,0.0,nan,0.0,309.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_154957_674.JPG,web_site,#ae8a9a,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:52:00,319.0,0.0,0.0,nan,0.0,309.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_15123_340.JPG,web_site,#a96d86,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:52:00,319.0,0.0,0.0,nan,0.0,309.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_155215_156.JPG,web_site,#f08f71,surprise,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:52:00,319.0,0.0,0.0,nan,0.0,309.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_155216_818.JPG,envelope,#e9b3a5,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:52:00,319.0,0.0,0.0,nan,0.0,309.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_155219_090.JPG,envelope,#bcb4cc,neutral,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:52:00,319.0,0.0,0.0,nan,0.0,309.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_155225_104.JPG,envelope,#e8b9af,neutral,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:52:00,306.0,0.0,0.0,nan,0.0,298.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_154957_674.JPG,web_site,#ae8a9a,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:52:00,306.0,0.0,0.0,nan,0.0,298.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_15123_340.JPG,web_site,#a96d86,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:52:00,306.0,0.0,0.0,nan,0.0,298.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_155215_156.JPG,web_site,#f08f71,surprise,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:52:00,306.0,0.0,0.0,nan,0.0,298.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_155216_818.JPG,envelope,#e9b3a5,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:52:00,306.0,0.0,0.0,nan,0.0,298.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_155219_090.JPG,envelope,#bcb4cc,neutral,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-22 14:52:00,306.0,0.0,0.0,nan,0.0,298.0,nan,nan,nan,nan,-2.0,2023-05-22,img_20230522_155225_104.JPG,envelope,#e8b9af,neutral,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-24 06:08:00,770.0,3.0,0.0,7.0,1.0,816.0,nan,nan,nan,nan,-2.0,2023-05-24,img_20230524_070847_481.JPG,web_site,#cdcdcd,angry,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-25 09:48:00,798.0,4.0,0.0,4.0,0.0,822.0,nan,nan,nan,nan,0.0,2023-05-25,img_20230525_104901_188.JPG,envelope,#b59f9b,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-25 09:48:00,798.0,4.0,0.0,4.0,0.0,822.0,nan,nan,nan,nan,0.0,2023-05-25,img_20230525_154700_505.JPG,jean,#79636b,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-25 14:46:00,552.0,0.0,0.0,1.0,0.0,561.0,nan,nan,nan,nan,-2.0,2023-05-25,img_20230525_104901_188.JPG,envelope,#b59f9b,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-25 14:46:00,552.0,0.0,0.0,1.0,0.0,561.0,nan,nan,nan,nan,-2.0,2023-05-25,img_20230525_154700_505.JPG,jean,#79636b,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-05-29 06:45:00,791.0,0.0,0.0,8.0,0.0,826.0,nan,nan,nan,nan,-2.0,2023-05-29,img_20230529_074542_247.JPG,web_site,#887b83,fear,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-06 13:15:00,3672.0,2.0,0.0,14.0,0.0,3257.0,nan,nan,nan,nan,0.0,2023-03-06,IMG_20230306_114921_701.jpg,packet,#9ca993,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-06-13 08:21:00,538.0,1.0,0.0,7.0,0.0,559.0,nan,nan,nan,nan,-2.0,2023-06-13,img_20230613_092135_179.JPG,web_site,#8c958e,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-06-14 11:07:00,485.0,0.0,0.0,8.0,1.0,524.0,nan,nan,nan,nan,-2.0,2023-06-14,img_20230614_120811_894.JPG,web_site,#858084,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-06-16 10:58:00,1098.0,0.0,0.0,9.0,0.0,1151.0,nan,nan,nan,nan,-2.0,2023-06-16,img_20230616_115900_899.JPG,quill,#989ba9,neutral,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-06-22 09:44:00,753.0,0.0,0.0,6.0,0.0,775.0,nan,nan,nan,nan,-2.0,2023-06-22,img_20230622_104432_732.JPG,packet,#70727d,sad,<NA>
1.7950252364818824e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","En la clausura del festival Transhumante
@colectivatrashumante",10.0,07/28/2024 17:41,<NA>,Historia de Instagram,nan,Total,2692.0,7.0,0.0,18.0,0.0,3181.0,nan,nan,2.0,2779.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.787072811614973e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,16.0,08/03/2024 16:15,<NA>,Historia de Instagram,nan,Total,455.0,5.0,0.0,5.0,0.0,552.0,nan,nan,2.0,468.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7879342913050212e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Les presento  @espaciofim 
en el que honramos  los sueños y el lenguaje simbólico como aspectos integrales en los procesos de transición",0.0,08/05/2024 10:58,<NA>,Historia de Instagram,nan,Total,278.0,5.0,0.0,3.0,0.0,326.0,nan,nan,nan,286.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.804119017582127e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Mi compromiso con @espaciofim,0.0,08/05/2024 10:59,<NA>,Historia de Instagram,nan,Total,180.0,4.0,0.0,1.0,0.0,203.0,nan,nan,nan,185.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8030373574328664e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,08/05/2024 21:48,<NA>,Historia de Instagram,nan,Total,257.0,2.0,0.0,2.0,0.0,292.0,nan,nan,nan,263.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.812945043336278e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","¡Tengo un nuevo diario de sueños!

¿Ya tienes uno?

#houseofinstagram",0.0,08/08/2024 08:58,<NA>,Historia de Instagram,nan,Total,343.0,5.0,0.0,1.0,0.0,432.0,nan,nan,nan,351.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8040774093951856e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",#houseofinstagram,60.0,08/08/2024 09:00,<NA>,Historia de Instagram,nan,Total,202.0,2.0,0.0,nan,0.0,256.0,nan,nan,nan,207.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8265333957300216e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Cafecito en
#houseofinstagram",0.0,08/08/2024 09:01,<NA>,Historia de Instagram,nan,Total,200.0,5.0,0.0,2.0,1.0,251.0,nan,nan,nan,201.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8044431291822376e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Un momento 
onírico en
@myacafemx 📷",0.0,08/08/2024 20:04,<NA>,Historia de Instagram,nan,Total,658.0,6.0,0.0,3.0,1.0,687.0,nan,nan,2.0,698.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8004219505418526e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",En #vidconméxico2024,0.0,08/09/2024 13:55,<NA>,Historia de Instagram,nan,Total,526.0,6.0,0.0,3.0,1.0,640.0,nan,nan,nan,536.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8028003025266376e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","La vida
es un sueño",0.0,08/09/2024 15:59,<NA>,Historia de Instagram,nan,Total,415.0,10.0,0.0,2.0,0.0,504.0,nan,nan,nan,432.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8101438221390656e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",¡Lista para el día 2!,0.0,08/10/2024 09:35,<NA>,Historia de Instagram,nan,Total,810.0,4.0,0.0,5.0,0.0,988.0,nan,nan,nan,848.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7972655296623136e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Vi a Missasinfonía!,0.0,08/10/2024 11:44,<NA>,Historia de Instagram,nan,Total,685.0,2.0,0.0,8.0,0.0,799.0,nan,nan,nan,698.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7859860286167912e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Todos los sueños tienen significado.... Mis sueños cuando tengo hanmbre...,0.0,08/10/2024 13:23,<NA>,Historia de Instagram,nan,Total,621.0,4.0,0.0,8.0,0.0,730.0,nan,nan,nan,628.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8027789824211372e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",¡Lista para el último día!,0.0,08/11/2024 09:28,<NA>,Historia de Instagram,nan,Total,377.0,3.0,0.0,2.0,0.0,434.0,nan,nan,nan,381.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.805279851064228e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,08/11/2024 09:28,<NA>,Historia de Instagram,nan,Total,255.0,2.0,0.0,1.0,0.0,311.0,nan,nan,nan,260.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8044080774901344e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","¡Gracias a @jazwareslatam 
por los regalos!

¡Se los enseño al rato!

#SquishmallowsSquad #Encuentra TuSquish",0.0,08/11/2024 13:55,<NA>,Historia de Instagram,nan,Total,450.0,2.0,0.0,1.0,1.0,370.0,nan,nan,6.0,478.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8272287363240544e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Yo: Todos los sueños tienen significado 

Mis sueños:",20.0,08/12/2024 11:09,<NA>,Historia de Instagram,nan,Total,661.0,1.0,2.0,3.0,1.0,809.0,nan,nan,nan,683.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8052919782763936e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",He notado que estoy también pasa con los sueños... A veces cuándo les haces preguntas te responden que decidas tú...,15.0,08/13/2024 08:56,<NA>,Historia de Instagram,nan,Total,331.0,5.0,0.0,4.0,0.0,391.0,nan,nan,nan,343.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8333787006124816e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Todos los sueños tienen significado 
Mis sueños:",15.0,08/13/2024 09:12,<NA>,Historia de Instagram,nan,Total,235.0,3.0,0.0,nan,0.0,283.0,nan,nan,nan,239.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8037973585095532e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Muchas gracias a @myacafemx 

Por la coffee experience, la disfruté mucho!",15.0,08/19/2024 08:15,<NA>,Historia de Instagram,nan,Total,327.0,5.0,0.0,5.0,0.0,365.0,nan,nan,nan,348.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8301962391162784e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Mya significa SUEÑO
en ruso
Y el café es parte
Importante de mi
vida, cómo los
Sueños!",0.0,08/19/2024 08:20,<NA>,Historia de Instagram,nan,Total,238.0,7.0,0.0,3.0,0.0,254.0,nan,nan,nan,240.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8058765306638068e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Recordando mis primeros videos 🤣,12.0,08/20/2024 18:35,<NA>,Historia de Instagram,nan,Total,1433.0,4.0,0.0,7.0,0.0,1370.0,nan,nan,nan,1481.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8024890534096696e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Si quieres compartir tu respuesta, ve a mi canal de IG",0.0,08/21/2024 14:57,<NA>,Historia de Instagram,nan,Total,544.0,0.0,0.0,8.0,0.0,567.0,nan,nan,nan,576.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8054619522781e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Hoy tuve 
Un día colorido",0.0,08/24/2024 17:44,<NA>,Historia de Instagram,nan,Total,21867.0,33.0,0.0,445.0,1.0,23058.0,nan,1.0,nan,22663.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.805131821483413e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Hoy comencé el día reecontrándome con una amiga,0.0,08/26/2024 12:31,<NA>,Historia de Instagram,nan,Total,1212.0,7.0,0.0,7.0,1.0,1138.0,nan,nan,nan,1260.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7913888707896068e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,08/26/2024 12:33,<NA>,Historia de Instagram,nan,Total,910.0,0.0,0.0,7.0,0.0,923.0,nan,nan,nan,921.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.803512075293896e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Todos los
Sueños 
Tienen 
Significado",0.0,08/27/2024 16:00,<NA>,Historia de Instagram,nan,Total,3444.0,9.0,0.0,22.0,1.0,3621.0,nan,nan,nan,3553.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8054237958746936e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",<NA>,0.0,08/28/2024 10:54,<NA>,Historia de Instagram,nan,Total,2859.0,8.0,0.0,8.0,0.0,2879.0,nan,nan,nan,2929.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.8136866283345596e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Recibí mi primer regalo de cumpleaños que es el lunes,0.0,08/29/2024 14:36,<NA>,Historia de Instagram,nan,Total,1507.0,5.0,0.0,6.0,1.0,1415.0,nan,nan,nan,1551.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
1.7850223392245648e+16,1.7841408055500202e+16,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Un Oráculo 
Creado por una 
Amiga muy 
Querida ¡Muchas gracias!",0.0,08/29/2024 14:38,<NA>,Historia de Instagram,nan,Total,1141.0,3.0,0.0,4.0,1.0,1131.0,nan,nan,nan,1158.0,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
